page,query,clicks,impressions,ctr,position,startDate,endDate
https://www.defensapenalcordoba.com.ar/excarcelacion-cordoba/,que es excarcelable,0,1,0,39,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/excarcelacion-cordoba/,que significa excarcelable,0,1,0,29,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/familiar-detenido-cordoba/,asistencia detenido córdoba,0,17,0,12.294117647058824,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/habeas-corpus-cordoba/,asistencia detenido córdoba,0,19,0,20.473684210526315,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,estar imputado,0,1,0,9,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,estar imputado que significa,0,2,0,6,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,imputado,0,1,0,85,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,que es estar imputado,0,2,0,21,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,que es imputar a una persona,0,2,0,11,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,que es ser imputado,0,1,0,9,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,que significa estar imputado en una causa,0,8,0,5.75,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,que significa imputado a una persona,0,1,0,11,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,que significa imputado en una causa,0,3,0,7.666666666666667,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/imputado-cordoba/,que significa que te imputen en una causa,0,1,0,7,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/localidades/,abogado penalista cordoba,0,2,0,99,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/localidades/,defensoria penal,0,1,0,53,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/localidades/,querellas penales en cordoba,0,2,0,28.5,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/como-se-revisa-prision-preventiva/,revisión de prisión preventiva,0,1,0,11,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/derechos-persona-detenida/,asistencia al detenido cordoba,0,1,0,49,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/derechos-persona-detenida/,asistencia detenido córdoba,0,13,0,68.15384615384616,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/derechos-persona-detenida/,derechos de un detenido,0,1,0,7,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/puedo-declarar-sin-abogado/,puedo presentarme a una audiencia sin abogado,0,1,0,6,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-hacer-si-detienen-a-un-familiar/,cuando detienen a una persona,0,1,0,7,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,estar imputado que significa,0,4,0,25.5,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,imputado,0,2,0,54,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,imputado significado,0,1,0,25,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que es estar imputado,0,3,0,28.333333333333332,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que es estar imputado en una causa,0,38,0,9.868421052631579,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que es imputado en derecho penal,0,1,0,10,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que es imputar a una persona,0,1,0,34,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que es quedar imputado,0,1,0,10,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que es ser imputada,0,1,0,35,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que es ser imputado,0,6,0,10.333333333333334,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que es ser imputado en un juicio,0,1,0,11,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que es ser imputado en una causa,0,2,0,11,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que quiere decir imputado en una causa,0,5,0,10.4,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que significa estar imputado,0,1,0,52,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que significa estar imputado en una causa penal,0,1,0,6,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que significa imputado en una causa,0,53,0,9.962264150943396,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que significa imputado en una denuncia,0,2,0,10,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que significa imputar a una persona detenida,0,4,0,11,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que significa que alguien este imputado,0,2,0,11,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que significa que alguien fue imputado,0,1,0,9,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que significa quedar imputado en una causa,0,14,0,9,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,que significa ser imputado en una causa,0,7,0,10.142857142857142,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,qué significa estar imputado en una causa,0,7,0,10.714285714285714,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,qué significa imputado en una causa judicial,0,1,0,9,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/orientacion-penal/que-significa-estar-imputado/,ser imputado que significa,0,1,0,9,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/sobre-nosotros/,abogado penalista cordoba,0,2,0,92,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/sobre-nosotros/,jorge arias abogado,0,1,0,1,2026-08-25,2026-09-21
https://www.defensapenalcordoba.com.ar/sobre-nosotros/,pablo arias abogado,0,3,0,3.6666666666666665,2026-08-25,2026-09-21
